$FLYS,1
$VAR,FIRMWARE_VER,v2024.06.09.starter_pistol
$VAR,DEVICE_ID,0017003b3253501720373657
$VAR,SESSION_ID,0734cf84a366e610ee699e39
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc
$UNIT,GNSS,,deg,deg,m,m/s,m/s,m/s,m,m,m/s
$DATA
$GNSS,2025-07-23T15:37:16.350Z,40.2651436,-111.6275534,1742.809,-22.914,-17.301,-4.202,0.408,0.627,0.257,16
$GNSS,2025-07-23T15:37:16.400Z,40.2651336,-111.6275634,1743.022,-22.373,-17.195,-4.312,0.408,0.627,0.257,16
$GNSS,2025-07-23T15:37:16.450Z,40.2651238,-111.6275734,1743.252,-21.888,-17.049,-4.546,0.409,0.626,0.256,16
$GNSS,2025-07-23T15:37:16.500Z,40.2651142,-111.6275832,1743.485,-21.442,-16.693,-4.685,0.409,0.626,0.253,16
$GNSS,2025-07-23T15:37:16.550Z,40.2651047,-111.6275928,1743.732,-21.1,-16.419,-4.77,0.409,0.626,0.252,16
$GNSS,2025-07-23T15:37:16.600Z,40.2650953,-111.6276024,1743.97,-20.901,-16.379,-4.738,0.409,0.626,0.252,16
$GNSS,2025-07-23T15:37:16.650Z,40.2650861,-111.6276119,1744.211,-20.616,-16.183,-4.745,0.41,0.626,0.264,16
$GNSS,2025-07-23T15:37:16.700Z,40.2650771,-111.6276213,1744.458,-20.157,-15.998,-4.841,0.41,0.626,0.264,16
$GNSS,2025-07-23T15:37:16.750Z,40.2650682,-111.6276305,1744.701,-19.751,-15.774,-4.847,0.41,0.626,0.261,16
$GNSS,2025-07-23T15:37:16.800Z,40.2650595,-111.6276396,1744.935,-19.458,-15.566,-4.785,0.411,0.625,0.26,16
$GNSS,2025-07-23T15:37:16.850Z,40.2650509,-111.6276487,1745.176,-19.249,-15.543,-4.729,0.411,0.625,0.26,16
$GNSS,2025-07-23T15:37:16.900Z,40.2650424,-111.6276578,1745.407,-18.882,-15.428,-4.659,0.411,0.625,0.26,16
$GNSS,2025-07-23T15:37:16.950Z,40.2650342,-111.6276667,1745.638,-18.517,-15.18,-4.611,0.411,0.625,0.26,16
$GNSS,2025-07-23T15:37:17.000Z,40.265026,-111.6276754,1745.861,-18.191,-14.903,-4.519,0.412,0.625,0.243,16
$GNSS,2025-07-23T15:37:17.050Z,40.265018,-111.6276841,1746.078,-17.84,-14.757,-4.456,0.412,0.625,0.243,16
$GNSS,2025-07-23T15:37:17.100Z,40.2650102,-111.6276927,1746.297,-17.553,-14.729,-4.359,0.412,0.625,0.245,16
$GNSS,2025-07-23T15:37:17.150Z,40.2650023,-111.6277013,1746.489,-17.43,-14.619,-4.086,0.412,0.625,0.243,16
$GNSS,2025-07-23T15:37:17.200Z,40.2649946,-111.6277098,1746.672,-17.201,-14.479,-3.838,0.413,0.625,0.242,16
$GNSS,2025-07-23T15:37:17.250Z,40.264987,-111.6277182,1746.857,-16.93,-14.419,-3.729,0.413,0.625,0.243,16
$GNSS,2025-07-23T15:37:17.300Z,40.2649796,-111.6277266,1747.034,-16.562,-14.281,-3.658,0.413,0.625,0.241,16
$GNSS,2025-07-23T15:37:17.350Z,40.2649722,-111.6277348,1747.201,-16.364,-14.072,-3.508,0.413,0.625,0.235,16
$GNSS,2025-07-23T15:37:17.400Z,40.2649651,-111.627743,1747.371,-15.996,-13.979,-3.398,0.414,0.625,0.235,16
$GNSS,2025-07-23T15:37:17.450Z,40.264958,-111.6277512,1747.515,-15.74,-13.93,-3.17,0.414,0.626,0.234,16
$GNSS,2025-07-23T15:37:17.500Z,40.2649511,-111.6277594,1747.68,-15.44,-13.9,-3.199,0.414,0.626,0.232,16
$GNSS,2025-07-23T15:37:17.550Z,40.2649443,-111.6277675,1747.827,-15.142,-13.885,-3.112,0.414,0.626,0.231,16
$GNSS,2025-07-23T15:37:17.600Z,40.2649376,-111.6277756,1747.97,-14.873,-13.826,-2.953,0.414,0.626,0.231,16
$GNSS,2025-07-23T15:37:17.650Z,40.264931,-111.6277837,1748.091,-14.686,-13.76,-2.585,0.414,0.626,0.23,16
$GNSS,2025-07-23T15:37:17.700Z,40.2649244,-111.6277918,1748.181,-14.755,-13.782,-2.055,0.414,0.626,0.231,16
$GNSS,2025-07-23T15:37:17.750Z,40.2649178,-111.6277999,1748.24,-14.591,-13.779,-1.6,0.414,0.626,0.229,16
$GNSS,2025-07-23T15:37:17.800Z,40.2649113,-111.6278079,1748.285,-14.516,-13.678,-1.32,0.414,0.626,0.229,16
$GNSS,2025-07-23T15:37:17.850Z,40.2649048,-111.6278159,1748.336,-14.506,-13.565,-1.153,0.414,0.627,0.229,16
$GNSS,2025-07-23T15:37:17.900Z,40.2648984,-111.6278238,1748.357,-14.311,-13.517,-0.634,0.415,0.627,0.231,16
$GNSS,2025-07-23T15:37:17.950Z,40.2648919,-111.6278318,1748.348,-14.318,-13.548,-0.153,0.415,0.627,0.23,16
$GNSS,2025-07-23T15:37:18.000Z,40.2648855,-111.6278398,1748.33,-14.341,-13.515,0.234,0.415,0.627,0.23,16
$GNSS,2025-07-23T15:37:18.050Z,40.2648791,-111.6278478,1748.283,-14.154,-13.609,0.599,0.415,0.627,0.23,16
$GNSS,2025-07-23T15:37:18.100Z,40.2648728,-111.6278557,1748.232,-14.039,-13.577,0.874,0.415,0.627,0.231,16
$GNSS,2025-07-23T15:37:18.150Z,40.2648666,-111.6278636,1748.155,-13.8,-13.399,1.197,0.415,0.627,0.232,16
$GNSS,2025-07-23T15:37:18.200Z,40.2648603,-111.6278714,1748.065,-13.98,-13.246,1.51,0.415,0.627,0.232,16
$GNSS,2025-07-23T15:37:18.250Z,40.2648538,-111.6278792,1747.97,-14.426,-13.356,1.658,0.415,0.627,0.235,16
$GNSS,2025-07-23T15:37:18.300Z,40.2648476,-111.627887,1747.882,-13.948,-13.308,1.813,0.415,0.627,0.237,16
$GNSS,2025-07-23T15:37:18.350Z,40.2648418,-111.6278946,1747.778,-12.955,-12.955,2.109,0.415,0.627,0.23,16
$GNSS,2025-07-23T15:37:18.400Z,40.2648359,-111.6279021,1747.646,-13.236,-12.706,2.431,0.415,0.628,0.23,16
$GNSS,2025-07-23T15:37:18.450Z,40.2648298,-111.6279098,1747.474,-13.474,-12.967,3.116,0.415,0.628,0.225,16
$GNSS,2025-07-23T15:37:18.500Z,40.2648237,-111.6279175,1747.274,-13.478,-13.116,3.615,0.415,0.628,0.226,16
$GNSS,2025-07-23T15:37:18.550Z,40.2648177,-111.6279252,1747.072,-13.448,-13.144,3.776,0.415,0.628,0.227,16
$GNSS,2025-07-23T15:37:18.600Z,40.2648117,-111.6279328,1746.862,-13.346,-13.043,3.992,0.415,0.629,0.227,16
$GNSS,2025-07-23T15:37:18.650Z,40.2648057,-111.6279404,1746.635,-13.245,-12.822,4.452,0.415,0.629,0.228,16
$GNSS,2025-07-23T15:37:18.700Z,40.2647998,-111.6279479,1746.361,-13.218,-12.711,5.039,0.415,0.629,0.235,16
$GNSS,2025-07-23T15:37:18.750Z,40.2647937,-111.6279554,1746.079,-13.371,-12.697,5.386,0.415,0.629,0.235,16
$GNSS,2025-07-23T15:37:18.800Z,40.2647877,-111.6279629,1745.788,-13.314,-12.813,5.485,0.415,0.629,0.235,16
$GNSS,2025-07-23T15:37:18.850Z,40.2647818,-111.6279704,1745.516,-13.149,-12.788,5.404,0.415,0.629,0.235,16
$GNSS,2025-07-23T15:37:18.900Z,40.2647761,-111.6279777,1745.237,-12.88,-12.553,5.553,0.415,0.63,0.236,16
$GNSS,2025-07-23T15:37:18.950Z,40.2647704,-111.627985,1744.927,-12.619,-12.443,5.969,0.415,0.63,0.236,16
$GNSS,2025-07-23T15:37:19.000Z,40.2647647,-111.6279924,1744.602,-12.604,-12.565,6.379,0.415,0.63,0.234,16
$GNSS,2025-07-23T15:37:19.050Z,40.2647591,-111.628,1744.257,-12.539,-12.808,6.655,0.415,0.63,0.234,16
$GNSS,2025-07-23T15:37:19.100Z,40.2647535,-111.6280076,1743.902,-12.485,-12.921,6.828,0.416,0.63,0.234,16
$GNSS,2025-07-23T15:37:19.150Z,40.264748,-111.628015,1743.536,-12.274,-12.76,7.126,0.416,0.63,0.234,16
$GNSS,2025-07-23T15:37:19.200Z,40.2647425,-111.6280225,1743.163,-12.299,-12.602,7.499,0.416,0.63,0.234,16
$GNSS,2025-07-23T15:37:19.250Z,40.264737,-111.6280299,1742.743,-12.106,-12.621,7.905,0.416,0.63,0.234,16
$GNSS,2025-07-23T15:37:19.300Z,40.2647316,-111.6280374,1742.33,-11.971,-12.74,8.131,0.416,0.631,0.234,16
$GNSS,2025-07-23T15:37:19.350Z,40.2647263,-111.6280449,1741.903,-11.801,-12.778,8.295,0.416,0.631,0.234,16
$GNSS,2025-07-23T15:37:19.400Z,40.2647212,-111.6280523,1741.484,-11.595,-12.74,8.429,0.416,0.631,0.234,16
$GNSS,2025-07-23T15:37:19.450Z,40.2647161,-111.6280596,1741.052,-11.29,-12.476,8.548,0.416,0.631,0.233,16
$GNSS,2025-07-23T15:37:19.500Z,40.2647111,-111.6280668,1740.61,-11.237,-12.165,8.738,0.416,0.631,0.234,16
$GNSS,2025-07-23T15:37:19.550Z,40.2647061,-111.6280739,1740.141,-11.079,-12.11,9.155,0.416,0.631,0.234,16
$GNSS,2025-07-23T15:37:19.600Z,40.2647011,-111.628081,1739.632,-11.162,-12.048,9.735,0.417,0.631,0.235,16
$GNSS,2025-07-23T15:37:19.650Z,40.2646962,-111.6280879,1739.135,-10.822,-11.88,9.904,0.417,0.631,0.235,16
$GNSS,2025-07-23T15:37:19.700Z,40.2646921,-111.6280944,1738.629,-9.431,-11.174,10.001,0.417,0.631,0.234,16
$GNSS,2025-07-23T15:37:19.750Z,40.2646882,-111.6281007,1738.082,-8.79,-10.779,10.487,0.417,0.631,0.231,16
$GNSS,2025-07-23T15:37:19.800Z,40.2646838,-111.6281072,1737.522,-9.599,-11.033,10.991,0.417,0.631,0.229,16
$GNSS,2025-07-23T15:37:19.850Z,40.2646794,-111.6281137,1736.951,-9.76,-10.995,11.419,0.417,0.63,0.212,16
$GNSS,2025-07-23T15:37:19.900Z,40.2646755,-111.6281199,1736.332,-8.957,-10.57,11.893,0.417,0.63,0.212,16
$GNSS,2025-07-23T15:37:19.950Z,40.264672,-111.6281256,1735.7,-7.989,-9.803,12.335,0.417,0.63,0.21,16
$GNSS,2025-07-23T15:37:20.000Z,40.2646689,-111.6281306,1735.039,-7.251,-8.834,12.865,0.417,0.629,0.209,16
$GNSS,2025-07-23T15:37:20.050Z,40.2646657,-111.6281352,1734.35,-7.159,-7.856,13.443,0.417,0.629,0.207,16
$GNSS,2025-07-23T15:37:20.100Z,40.2646624,-111.6281395,1733.621,-7.32,-7.4,14.204,0.417,0.629,0.208,16
$GNSS,2025-07-23T15:37:20.150Z,40.2646588,-111.6281439,1732.812,-7.989,-7.492,15.081,0.418,0.629,0.215,16
$GNSS,2025-07-23T15:37:20.200Z,40.2646547,-111.6281486,1732.026,-8.833,-8.027,15.538,0.418,0.628,0.214,16
$GNSS,2025-07-23T15:37:20.250Z,40.2646508,-111.6281535,1731.24,-8.88,-8.246,15.784,0.418,0.627,0.218,16
$GNSS,2025-07-23T15:37:20.300Z,40.2646465,-111.6281583,1730.414,-9.306,-8.28,16.304,0.418,0.626,0.213,16
$GNSS,2025-07-23T15:37:20.350Z,40.2646423,-111.6281634,1729.506,-9.554,-8.727,17.466,0.417,0.625,0.22,16
$GNSS,2025-07-23T15:37:20.400Z,40.2646381,-111.6281688,1728.61,-9.208,-9.189,17.748,0.417,0.624,0.236,16
$GNSS,2025-07-23T15:37:20.450Z,40.2646338,-111.6281746,1727.714,-9.503,-9.781,17.735,0.418,0.624,0.279,16
$GNSS,2025-07-23T15:37:20.500Z,40.2646295,-111.6281806,1726.787,-9.381,-10.124,17.946,0.418,0.624,0.292,16
$GNSS,2025-07-23T15:37:20.550Z,40.264625,-111.6281867,1725.891,-9.743,-10.246,17.733,0.418,0.624,0.329,16
$GNSS,2025-07-23T15:37:20.600Z,40.2646203,-111.6281928,1725.009,-10.127,-10.278,17.522,0.419,0.625,0.341,16
$GNSS,2025-07-23T15:37:20.650Z,40.2646158,-111.6281987,1724.118,-10.04,-10.083,17.56,0.419,0.626,0.35,16
$GNSS,2025-07-23T15:37:20.700Z,40.2646115,-111.6282044,1723.228,-9.666,-9.929,17.64,0.42,0.627,0.362,16
$GNSS,2025-07-23T15:37:20.750Z,40.2646074,-111.6282102,1722.362,-9.048,-9.89,17.494,0.42,0.629,0.379,16
$GNSS,2025-07-23T15:37:20.800Z,40.2646036,-111.6282154,1721.541,-8.616,-9.175,17.142,0.42,0.631,0.385,16
$GNSS,2025-07-23T15:37:20.850Z,40.2646,-111.6282201,1720.702,-8.148,-8.23,17.052,0.42,0.632,0.379,15
$GNSS,2025-07-23T15:37:20.900Z,40.2645964,-111.6282246,1719.877,-8.061,-7.744,16.918,0.42,0.633,0.348,15
$GNSS,2025-07-23T15:37:20.950Z,40.2645927,-111.6282291,1719.082,-8.071,-7.702,16.667,0.42,0.634,0.333,15
$GNSS,2025-07-23T15:37:21.000Z,40.2645891,-111.6282335,1718.307,-7.925,-7.56,16.316,0.42,0.634,0.318,16
$GNSS,2025-07-23T15:37:21.050Z,40.264586,-111.6282377,1717.498,-7.17,-7.317,16.082,0.42,0.634,0.308,16
$GNSS,2025-07-23T15:37:21.100Z,40.2645828,-111.6282417,1716.679,-6.801,-6.824,16.001,0.42,0.634,0.327,15
$GNSS,2025-07-23T15:37:21.150Z,40.2645801,-111.6282457,1715.858,-6.013,-6.828,15.957,0.419,0.633,0.3,15
$GNSS,2025-07-23T15:37:21.200Z,40.2645776,-111.62825,1715.037,-5.39,-7.204,15.902,0.418,0.632,0.293,15
$GNSS,2025-07-23T15:37:21.250Z,40.2645751,-111.628254,1714.206,-5.168,-7.035,16.079,0.418,0.631,0.289,15
$GNSS,2025-07-23T15:37:21.300Z,40.2645728,-111.6282582,1713.354,-4.632,-7.117,16.333,0.417,0.63,0.299,15
$GNSS,2025-07-23T15:37:21.350Z,40.2645707,-111.628262,1712.467,-4.37,-6.702,16.746,0.416,0.628,0.285,16
$GNSS,2025-07-23T15:37:21.400Z,40.2645686,-111.6282658,1711.588,-4.22,-6.462,16.945,0.414,0.627,0.28,16
$GNSS,2025-07-23T15:37:21.450Z,40.2645665,-111.6282691,1710.697,-4.325,-5.892,17.097,0.413,0.626,0.258,16
$GNSS,2025-07-23T15:37:21.500Z,40.2645646,-111.6282723,1709.801,-4.379,-5.407,17.146,0.411,0.624,0.251,16
$GNSS,2025-07-23T15:37:21.550Z,40.2645625,-111.6282755,1708.941,-4.581,-5.46,16.851,0.41,0.623,0.241,16
$GNSS,2025-07-23T15:37:21.600Z,40.2645603,-111.6282784,1708.114,-4.595,-5.103,16.559,0.409,0.622,0.244,16
$GNSS,2025-07-23T15:37:21.650Z,40.2645582,-111.6282809,1707.319,-4.35,-4.459,16.114,0.407,0.621,0.248,15
$GNSS,2025-07-23T15:37:21.700Z,40.2645564,-111.6282833,1706.522,-3.866,-4.183,15.666,0.406,0.62,0.251,15
$GNSS,2025-07-23T15:37:21.750Z,40.2645545,-111.6282857,1705.793,-4.117,-4.156,14.879,0.406,0.619,0.255,15
$GNSS,2025-07-23T15:37:21.800Z,40.2645527,-111.6282885,1705.128,-3.746,-4.96,14.058,0.405,0.618,0.26,15
$GNSS,2025-07-23T15:37:21.850Z,40.2645516,-111.6282916,1704.501,-2.476,-5.409,13.332,0.405,0.618,0.27,15
$GNSS,2025-07-23T15:37:21.900Z,40.2645505,-111.6282951,1703.96,-2.289,-6.007,12.167,0.406,0.618,0.277,15
$GNSS,2025-07-23T15:37:21.950Z,40.2645493,-111.6282987,1703.472,-2.477,-6.308,11.074,0.406,0.618,0.259,16
$GNSS,2025-07-23T15:37:22.000Z,40.2645483,-111.6283026,1702.962,-2.185,-6.548,10.637,0.406,0.618,0.248,16
$GNSS,2025-07-23T15:37:22.050Z,40.2645473,-111.6283065,1702.457,-2.122,-6.8,10.411,0.405,0.617,0.234,16
$GNSS,2025-07-23T15:37:22.100Z,40.2645465,-111.6283108,1701.947,-1.861,-7.146,10.316,0.405,0.617,0.237,15
$GNSS,2025-07-23T15:37:22.150Z,40.2645456,-111.6283153,1701.438,-1.927,-7.68,10.286,0.404,0.616,0.209,16
$GNSS,2025-07-23T15:37:22.200Z,40.2645446,-111.6283197,1700.932,-2.272,-7.456,10.312,0.403,0.614,0.207,16
$GNSS,2025-07-23T15:37:22.250Z,40.2645436,-111.6283237,1700.403,-2.242,-7.072,10.512,0.402,0.613,0.209,16
$GNSS,2025-07-23T15:37:22.300Z,40.2645428,-111.6283274,1699.888,-1.757,-6.461,10.447,0.402,0.612,0.225,16
$GNSS,2025-07-23T15:37:22.350Z,40.2645422,-111.628331,1699.408,-1.566,-6.191,10.103,0.401,0.611,0.229,16
$GNSS,2025-07-23T15:37:22.400Z,40.2645417,-111.6283344,1698.942,-1.176,-5.902,9.763,0.4,0.61,0.231,16
$GNSS,2025-07-23T15:37:22.450Z,40.2645409,-111.6283379,1698.452,-1.39,-5.843,9.769,0.399,0.609,0.237,16
$GNSS,2025-07-23T15:37:22.500Z,40.2645402,-111.6283414,1697.983,-1.506,-5.816,9.573,0.398,0.608,0.235,16
$GNSS,2025-07-23T15:37:22.550Z,40.2645394,-111.6283449,1697.542,-1.579,-5.785,9.221,0.397,0.607,0.23,16
$GNSS,2025-07-23T15:37:22.600Z,40.2645387,-111.6283483,1697.098,-1.508,-5.595,9.087,0.396,0.606,0.229,16
$GNSS,2025-07-23T15:37:22.650Z,40.2645381,-111.6283515,1696.626,-1.199,-5.465,9.222,0.395,0.605,0.227,16
$GNSS,2025-07-23T15:37:22.700Z,40.2645375,-111.6283548,1696.186,-1.247,-5.631,8.995,0.394,0.604,0.218,16
$GNSS,2025-07-23T15:37:22.750Z,40.2645369,-111.6283584,1695.771,-1.432,-5.818,8.741,0.393,0.602,0.214,16
$GNSS,2025-07-23T15:37:22.800Z,40.2645361,-111.628362,1695.368,-1.645,-5.978,8.534,0.393,0.6,0.206,16
$GNSS,2025-07-23T15:37:22.850Z,40.2645352,-111.6283656,1694.981,-2.026,-6.052,8.294,0.392,0.598,0.203,16
$GNSS,2025-07-23T15:37:22.900Z,40.2645343,-111.6283692,1694.602,-2.106,-6.112,8.117,0.391,0.596,0.201,16
$GNSS,2025-07-23T15:37:22.950Z,40.2645333,-111.6283728,1694.208,-2.131,-6.094,8.058,0.39,0.594,0.202,16
$GNSS,2025-07-23T15:37:23.000Z,40.2645323,-111.6283763,1693.832,-2.23,-6.056,7.832,0.39,0.592,0.201,16
$GNSS,2025-07-23T15:37:23.050Z,40.2645314,-111.6283799,1693.454,-2.171,-6.079,7.599,0.388,0.59,0.202,16
$GNSS,2025-07-23T15:37:23.100Z,40.2645304,-111.6283835,1693.068,-2.036,-6.135,7.541,0.387,0.588,0.2,16
$GNSS,2025-07-23T15:37:23.150Z,40.2645295,-111.6283873,1692.69,-2.162,-6.445,7.432,0.386,0.586,0.192,16
$GNSS,2025-07-23T15:37:23.200Z,40.2645284,-111.628391,1692.308,-2.273,-6.366,7.334,0.385,0.585,0.198,16
$GNSS,2025-07-23T15:37:23.250Z,40.2645273,-111.6283947,1691.948,-2.431,-6.256,7.103,0.384,0.583,0.191,16
$GNSS,2025-07-23T15:37:23.300Z,40.2645263,-111.6283984,1691.594,-2.362,-6.099,6.978,0.383,0.581,0.194,16
$GNSS,2025-07-23T15:37:23.350Z,40.2645251,-111.628402,1691.239,-2.573,-6.17,6.883,0.383,0.579,0.193,16
$GNSS,2025-07-23T15:37:23.400Z,40.2645239,-111.6284057,1690.884,-2.852,-6.104,6.93,0.382,0.577,0.193,16
$GNSS,2025-07-23T15:37:23.450Z,40.2645225,-111.6284092,1690.505,-3.044,-6.033,7.124,0.381,0.575,0.194,16
$GNSS,2025-07-23T15:37:23.500Z,40.2645211,-111.6284126,1690.137,-3.282,-5.803,7.219,0.38,0.573,0.197,16
$GNSS,2025-07-23T15:37:23.550Z,40.2645196,-111.6284161,1689.776,-3.542,-5.789,7.289,0.379,0.572,0.196,16
$GNSS,2025-07-23T15:37:23.600Z,40.2645179,-111.6284197,1689.433,-3.807,-5.893,7.19,0.379,0.57,0.196,16
$GNSS,2025-07-23T15:37:23.650Z,40.2645162,-111.6284231,1689.065,-3.837,-5.737,7.285,0.377,0.569,0.221,16
$GNSS,2025-07-23T15:37:23.700Z,40.2645144,-111.6284264,1688.682,-4.056,-5.639,7.373,0.376,0.568,0.223,16
$GNSS,2025-07-23T15:37:23.750Z,40.2645125,-111.6284298,1688.286,-4.284,-5.651,7.514,0.375,0.567,0.219,16
$GNSS,2025-07-23T15:37:23.800Z,40.2645105,-111.6284333,1687.881,-4.495,-5.891,7.799,0.374,0.566,0.22,16
$GNSS,2025-07-23T15:37:23.850Z,40.2645084,-111.6284369,1687.492,-4.648,-6.027,7.834,0.372,0.565,0.249,16
$GNSS,2025-07-23T15:37:23.900Z,40.2645062,-111.6284406,1687.096,-4.913,-6.154,7.861,0.371,0.565,0.251,16
$GNSS,2025-07-23T15:37:23.950Z,40.264504,-111.6284442,1686.695,-5.046,-6.147,7.798,0.369,0.564,0.242,16
$GNSS,2025-07-23T15:37:24.000Z,40.2645017,-111.6284478,1686.287,-5.071,-6.193,7.865,0.367,0.563,0.226,16
$GNSS,2025-07-23T15:37:24.050Z,40.2644994,-111.6284516,1685.877,-5.187,-6.295,8.002,0.366,0.562,0.215,16
$GNSS,2025-07-23T15:37:24.100Z,40.2644969,-111.6284554,1685.484,-5.421,-6.469,7.9,0.364,0.562,0.212,16
$GNSS,2025-07-23T15:37:24.150Z,40.2644945,-111.6284593,1685.078,-5.457,-6.533,7.928,0.363,0.561,0.212,16
$GNSS,2025-07-23T15:37:24.200Z,40.2644921,-111.6284633,1684.654,-5.499,-6.738,8.104,0.361,0.561,0.212,16
$GNSS,2025-07-23T15:37:24.250Z,40.2644895,-111.6284674,1684.227,-5.626,-6.952,8.255,0.36,0.56,0.212,16
$GNSS,2025-07-23T15:37:24.300Z,40.2644869,-111.6284717,1683.803,-5.92,-7.181,8.343,0.359,0.56,0.211,16
$GNSS,2025-07-23T15:37:24.350Z,40.2644843,-111.6284759,1683.38,-5.949,-7.277,8.263,0.357,0.56,0.209,16
$GNSS,2025-07-23T15:37:24.400Z,40.2644817,-111.6284801,1682.965,-5.794,-7.223,8.012,0.356,0.559,0.208,16
$GNSS,2025-07-23T15:37:24.450Z,40.2644792,-111.6284842,1682.559,-5.604,-7.126,7.921,0.355,0.559,0.208,16
$GNSS,2025-07-23T15:37:24.500Z,40.2644765,-111.6284884,1682.136,-5.945,-7.125,8.185,0.354,0.559,0.207,16
$GNSS,2025-07-23T15:37:24.550Z,40.2644735,-111.6284926,1681.696,-6.661,-7.24,8.421,0.353,0.558,0.205,16
$GNSS,2025-07-23T15:37:24.600Z,40.2644703,-111.6284969,1681.289,-6.957,-7.335,8.27,0.352,0.558,0.219,16
$GNSS,2025-07-23T15:37:24.650Z,40.2644673,-111.6285011,1680.87,-6.819,-7.371,8.257,0.352,0.558,0.208,16
$GNSS,2025-07-23T15:37:24.700Z,40.2644643,-111.6285056,1680.455,-6.608,-7.579,8.172,0.351,0.558,0.204,16
$GNSS,2025-07-23T15:37:24.750Z,40.2644614,-111.6285102,1680.047,-6.687,-7.927,8.045,0.35,0.557,0.202,16
$GNSS,2025-07-23T15:37:24.800Z,40.2644583,-111.628515,1679.655,-6.77,-8.163,7.837,0.349,0.557,0.2,16
$GNSS,2025-07-23T15:37:24.850Z,40.2644552,-111.6285198,1679.259,-6.867,-8.089,7.635,0.348,0.557,0.199,16
