$FLYS,1
$VAR,FIRMWARE_VER,v2024.06.09.starter_pistol
$VAR,DEVICE_ID,0017003b3253501720373657
$VAR,SESSION_ID,0734cf84a366e610ee699e39
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc
$UNIT,GNSS,,deg,deg,m,m/s,m/s,m/s,m,m,m/s
$DATA
$GNSS,2025-07-23T15:36:52.600Z,40.2707297,-111.6196159,2201.711,15.856,-31.045,16.02,0.379,0.699,0.158,16
$GNSS,2025-07-23T15:36:52.650Z,40.2707368,-111.6196342,2200.875,15.826,-31.198,16.211,0.378,0.698,0.158,16
$GNSS,2025-07-23T15:36:52.700Z,40.2707438,-111.6196525,2200.048,15.644,-31.285,16.337,0.376,0.697,0.148,16
$GNSS,2025-07-23T15:36:52.750Z,40.2707507,-111.619671,2199.215,15.47,-31.401,16.675,0.375,0.695,0.159,16
$GNSS,2025-07-23T15:36:52.800Z,40.2707575,-111.6196896,2198.365,15.309,-31.452,16.989,0.373,0.694,0.16,16
$GNSS,2025-07-23T15:36:52.850Z,40.2707644,-111.6197081,2197.508,15.22,-31.464,17.255,0.372,0.692,0.16,16
$GNSS,2025-07-23T15:36:52.900Z,40.2707712,-111.6197268,2196.633,15.097,-31.649,17.509,0.371,0.69,0.15,16
$GNSS,2025-07-23T15:36:52.950Z,40.2707779,-111.6197455,2195.741,14.937,-31.79,17.665,0.369,0.688,0.155,16
$GNSS,2025-07-23T15:36:53.000Z,40.2707844,-111.6197644,2194.836,14.67,-31.948,17.868,0.368,0.686,0.156,16
$GNSS,2025-07-23T15:36:53.050Z,40.270791,-111.6197832,2193.916,14.48,-31.993,18.089,0.366,0.683,0.156,16
$GNSS,2025-07-23T15:36:53.100Z,40.2707974,-111.6198021,2192.999,14.268,-32.072,18.332,0.365,0.682,0.162,16
$GNSS,2025-07-23T15:36:53.150Z,40.2708037,-111.6198211,2192.062,14.121,-32.166,18.637,0.364,0.681,0.164,16
$GNSS,2025-07-23T15:36:53.200Z,40.2708099,-111.6198402,2191.111,13.936,-32.3,18.903,0.363,0.68,0.166,16
$GNSS,2025-07-23T15:36:53.250Z,40.270816,-111.6198594,2190.14,13.625,-32.417,19.131,0.362,0.679,0.17,16
$GNSS,2025-07-23T15:36:53.300Z,40.2708219,-111.6198786,2189.164,13.327,-32.49,19.357,0.361,0.678,0.172,16
$GNSS,2025-07-23T15:36:53.350Z,40.2708277,-111.6198979,2188.178,13.103,-32.538,19.619,0.36,0.677,0.173,16
$GNSS,2025-07-23T15:36:53.400Z,40.2708335,-111.6199172,2187.184,13.001,-32.685,19.855,0.359,0.676,0.172,16
$GNSS,2025-07-23T15:36:53.450Z,40.2708391,-111.6199366,2186.173,12.685,-32.801,20.232,0.358,0.675,0.172,16
$GNSS,2025-07-23T15:36:53.500Z,40.2708446,-111.619956,2185.144,12.363,-32.976,20.43,0.357,0.674,0.176,16
$GNSS,2025-07-23T15:36:53.550Z,40.2708499,-111.6199755,2184.106,11.928,-33.129,20.536,0.356,0.673,0.176,16
$GNSS,2025-07-23T15:36:53.600Z,40.270855,-111.6199951,2183.071,11.501,-33.238,20.564,0.355,0.673,0.176,16
$GNSS,2025-07-23T15:36:53.650Z,40.27086,-111.6200147,2182.029,11.239,-33.26,20.683,0.354,0.672,0.178,16
$GNSS,2025-07-23T15:36:53.700Z,40.2708648,-111.6200344,2180.971,11.107,-33.367,20.984,0.354,0.671,0.17,16
$GNSS,2025-07-23T15:36:53.750Z,40.2708696,-111.6200542,2179.904,10.83,-33.554,21.305,0.353,0.67,0.17,16
$GNSS,2025-07-23T15:36:53.800Z,40.2708741,-111.620074,2178.814,10.42,-33.687,21.55,0.352,0.669,0.171,16
$GNSS,2025-07-23T15:36:53.850Z,40.2708785,-111.6200938,2177.716,9.864,-33.783,21.656,0.351,0.668,0.171,16
$GNSS,2025-07-23T15:36:53.900Z,40.2708826,-111.6201139,2176.63,9.303,-33.958,21.687,0.35,0.667,0.171,16
$GNSS,2025-07-23T15:36:53.950Z,40.2708866,-111.6201339,2175.543,8.965,-34.085,21.656,0.35,0.667,0.17,16
$GNSS,2025-07-23T15:36:54.000Z,40.2708905,-111.6201541,2174.447,8.684,-34.217,21.76,0.349,0.666,0.172,16
$GNSS,2025-07-23T15:36:54.050Z,40.2708942,-111.6201744,2173.356,8.417,-34.31,22.041,0.348,0.665,0.173,16
$GNSS,2025-07-23T15:36:54.100Z,40.2708977,-111.6201947,2172.236,8.001,-34.417,22.39,0.347,0.664,0.174,16
$GNSS,2025-07-23T15:36:54.150Z,40.270901,-111.6202151,2171.109,7.551,-34.497,22.462,0.347,0.663,0.175,16
$GNSS,2025-07-23T15:36:54.200Z,40.2709042,-111.6202355,2169.975,7.091,-34.639,22.565,0.346,0.663,0.176,16
$GNSS,2025-07-23T15:36:54.250Z,40.2709071,-111.6202559,2168.842,6.771,-34.729,22.648,0.345,0.662,0.176,16
$GNSS,2025-07-23T15:36:54.300Z,40.27091,-111.6202765,2167.712,6.378,-34.841,22.615,0.344,0.661,0.176,16
$GNSS,2025-07-23T15:36:54.350Z,40.2709126,-111.620297,2166.569,5.992,-34.891,22.734,0.344,0.661,0.177,16
$GNSS,2025-07-23T15:36:54.400Z,40.2709151,-111.6203177,2165.418,5.666,-35.027,22.962,0.343,0.661,0.178,16
$GNSS,2025-07-23T15:36:54.450Z,40.2709175,-111.6203385,2164.265,5.265,-35.18,23.128,0.342,0.66,0.177,16
$GNSS,2025-07-23T15:36:54.500Z,40.2709196,-111.6203592,2163.105,4.887,-35.242,23.304,0.341,0.66,0.178,16
$GNSS,2025-07-23T15:36:54.550Z,40.2709216,-111.6203801,2161.93,4.4,-35.404,23.35,0.341,0.66,0.178,16
$GNSS,2025-07-23T15:36:54.600Z,40.2709233,-111.6204009,2160.758,3.943,-35.482,23.241,0.34,0.66,0.178,16
$GNSS,2025-07-23T15:36:54.650Z,40.270925,-111.6204218,2159.579,3.683,-35.503,23.379,0.34,0.659,0.181,16
$GNSS,2025-07-23T15:36:54.700Z,40.2709264,-111.6204428,2158.404,3.326,-35.598,23.48,0.339,0.659,0.181,16
$GNSS,2025-07-23T15:36:54.750Z,40.2709277,-111.6204638,2157.22,2.911,-35.776,23.63,0.339,0.659,0.181,16
$GNSS,2025-07-23T15:36:54.800Z,40.2709288,-111.620485,2156.03,2.462,-35.86,23.766,0.338,0.658,0.181,16
$GNSS,2025-07-23T15:36:54.850Z,40.2709297,-111.6205061,2154.835,2.073,-35.924,23.875,0.338,0.658,0.181,16
$GNSS,2025-07-23T15:36:54.900Z,40.2709304,-111.6205273,2153.645,1.495,-36.032,23.767,0.337,0.657,0.181,16
$GNSS,2025-07-23T15:36:54.950Z,40.2709309,-111.6205484,2152.445,1.237,-35.947,23.887,0.337,0.657,0.181,16
$GNSS,2025-07-23T15:36:55.000Z,40.2709313,-111.6205697,2151.241,0.918,-36.009,24.15,0.336,0.657,0.182,16
$GNSS,2025-07-23T15:36:55.050Z,40.2709315,-111.6205909,2150.026,0.535,-36.109,24.236,0.336,0.657,0.182,16
$GNSS,2025-07-23T15:36:55.100Z,40.2709315,-111.6206123,2148.81,0.093,-36.304,24.345,0.335,0.656,0.177,16
$GNSS,2025-07-23T15:36:55.150Z,40.2709313,-111.6206336,2147.577,-0.42,-36.219,24.451,0.334,0.656,0.19,16
$GNSS,2025-07-23T15:36:55.200Z,40.2709309,-111.620655,2146.342,-0.871,-36.238,24.682,0.334,0.655,0.191,16
$GNSS,2025-07-23T15:36:55.250Z,40.2709302,-111.6206764,2145.102,-1.289,-36.273,24.86,0.333,0.654,0.193,16
$GNSS,2025-07-23T15:36:55.300Z,40.2709295,-111.6206978,2143.862,-1.625,-36.321,24.912,0.332,0.654,0.202,16
$GNSS,2025-07-23T15:36:55.350Z,40.2709285,-111.6207192,2142.616,-2.008,-36.348,25.015,0.331,0.653,0.203,16
$GNSS,2025-07-23T15:36:55.400Z,40.2709273,-111.6207407,2141.364,-2.522,-36.357,25.132,0.331,0.652,0.18,16
$GNSS,2025-07-23T15:36:55.450Z,40.2709259,-111.6207621,2140.094,-3.02,-36.449,25.285,0.331,0.653,0.218,16
$GNSS,2025-07-23T15:36:55.500Z,40.2709244,-111.6207835,2138.819,-3.392,-36.294,25.453,0.332,0.654,0.233,16
$GNSS,2025-07-23T15:36:55.550Z,40.2709227,-111.6208048,2137.522,-3.593,-36.352,25.688,0.332,0.655,0.236,16
$GNSS,2025-07-23T15:36:55.600Z,40.270921,-111.6208262,2136.231,-3.909,-36.355,25.781,0.333,0.656,0.236,16
$GNSS,2025-07-23T15:36:55.650Z,40.2709189,-111.6208477,2134.926,-4.356,-36.382,26.079,0.333,0.656,0.237,16
$GNSS,2025-07-23T15:36:55.700Z,40.2709167,-111.6208691,2133.603,-4.848,-36.385,26.337,0.334,0.657,0.227,16
$GNSS,2025-07-23T15:36:55.750Z,40.2709143,-111.6208905,2132.274,-5.237,-36.355,26.539,0.334,0.658,0.227,16
$GNSS,2025-07-23T15:36:55.800Z,40.2709119,-111.6209119,2130.929,-5.428,-36.373,26.683,0.335,0.659,0.228,16
$GNSS,2025-07-23T15:36:55.850Z,40.2709093,-111.6209333,2129.588,-5.785,-36.448,26.692,0.335,0.66,0.212,16
$GNSS,2025-07-23T15:36:55.900Z,40.2709065,-111.6209547,2128.236,-6.188,-36.471,26.796,0.336,0.661,0.212,16
$GNSS,2025-07-23T15:36:55.950Z,40.2709035,-111.6209762,2126.898,-6.571,-36.387,26.992,0.336,0.662,0.212,16
$GNSS,2025-07-23T15:36:56.000Z,40.2709003,-111.6209976,2125.543,-6.967,-36.378,27.142,0.337,0.663,0.213,16
$GNSS,2025-07-23T15:36:56.050Z,40.2708969,-111.6210191,2124.192,-7.313,-36.45,27.212,0.337,0.664,0.214,16
$GNSS,2025-07-23T15:36:56.100Z,40.2708935,-111.6210405,2122.82,-7.689,-36.517,27.275,0.338,0.665,0.214,16
$GNSS,2025-07-23T15:36:56.150Z,40.2708899,-111.621062,2121.46,-7.997,-36.541,27.158,0.338,0.666,0.205,16
$GNSS,2025-07-23T15:36:56.200Z,40.2708861,-111.6210835,2120.108,-8.376,-36.515,27.161,0.339,0.667,0.205,16
$GNSS,2025-07-23T15:36:56.250Z,40.2708821,-111.621105,2118.75,-8.689,-36.49,27.319,0.339,0.669,0.197,16
