time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2021-08-07T18:32:46.600Z,43.7431108,-110.7472361,2244.261,-8.48,-5.74,9.34,0.632,0.802,0.21,214.09355,0.01515,,17
2021-08-07T18:32:46.800Z,43.7430963,-110.747252,2242.275,-7.81,-7.12,10.33,0.634,0.802,0.2,222.35392,0.01353,,17
2021-08-07T18:32:47.000Z,43.7430835,-110.7472713,2240.116,-6.56,-8.51,11.3,0.634,0.801,0.2,232.37289,0.01283,,17
2021-08-07T18:32:47.200Z,43.7430732,-110.7472937,2237.743,-4.99,-9.56,12.42,0.634,0.801,0.2,242.43695,0.01216,,17
2021-08-07T18:32:47.400Z,43.7430657,-110.7473179,2235.165,-3.48,-10.01,13.41,0.634,0.8,0.2,250.82987,0.0117,,17
2021-08-07T18:32:47.600Z,43.7430613,-110.7473429,2232.381,-1.51,-10.26,14.33,0.634,0.798,0.21,261.62768,0.01187,,17
2021-08-07T18:32:47.800Z,43.7430614,-110.7473685,2229.464,1.32,-10.2,15.15,0.633,0.793,0.2,277.37377,0.01092,,17
2021-08-07T18:32:48.000Z,43.7430654,-110.7473935,2226.369,2.88,-9.64,16.39,0.631,0.786,0.2,286.63379,0.0104,,17
2021-08-07T18:32:48.200Z,43.7430723,-110.7474169,2223.004,4.45,-9.06,17.3,0.63,0.781,0.21,296.15888,0.01048,,17
2021-08-07T18:32:48.400Z,43.7430816,-110.7474376,2219.51,5.78,-7.79,17.51,0.629,0.776,0.21,306.57456,0.01049,,17
2021-08-07T18:32:48.600Z,43.7430941,-110.7474546,2215.982,7.9,-5.84,17.46,0.628,0.771,0.21,323.52669,0.01048,,17
2021-08-07T18:32:48.800Z,43.7431096,-110.747467,2212.418,9.24,-4.08,18.04,0.627,0.767,0.22,336.17574,0.01064,,16
2021-08-07T18:32:49.000Z,43.7431269,-110.7474746,2208.86,9.97,-2.02,17.79,0.627,0.763,0.22,348.54647,0.01074,,16
2021-08-07T18:32:49.200Z,43.7431453,-110.7474771,2205.332,10.48,0.01,17.48,0.628,0.763,0.23,0.05467,0.01129,,16
2021-08-07T18:32:49.400Z,43.7431644,-110.7474744,2201.88,10.82,2.1,17.15,0.63,0.765,0.24,10.9837,0.01177,,16
2021-08-07T18:32:49.600Z,43.7431843,-110.7474667,2198.492,11.21,4.03,16.6,0.632,0.768,0.25,19.77353,0.01224,,16
2021-08-07T18:32:49.800Z,43.7432043,-110.7474549,2195.214,11.11,5.47,16.09,0.634,0.772,0.25,26.21329,0.01231,,16
2021-08-07T18:32:50.000Z,43.743224,-110.7474393,2192.068,10.97,6.98,15.32,0.636,0.776,0.24,32.46781,0.01194,,16
2021-08-07T18:32:50.200Z,43.7432434,-110.7474199,2189.114,10.74,8.58,14.15,0.638,0.78,0.23,38.62075,0.01166,,16
2021-08-07T18:32:50.400Z,43.7432625,-110.7473969,2186.395,10.55,9.81,13.18,0.64,0.783,0.22,42.91846,0.01127,,16
2021-08-07T18:32:50.600Z,43.7432812,-110.7473712,2183.864,10.24,10.95,11.79,0.64,0.788,0.23,46.91906,0.01206,,16
2021-08-07T18:32:50.800Z,43.7432994,-110.7473421,2181.666,10.13,12.36,10.42,0.64,0.792,0.22,50.66266,0.01153,,16
2021-08-07T18:32:51.000Z,43.7433173,-110.7473111,2179.742,9.87,12.59,8.8,0.64,0.797,0.21,51.90513,0.0115,,16
2021-08-07T18:32:51.200Z,43.7433348,-110.7472796,2178.127,9.67,12.76,7.47,0.641,0.801,0.2,52.8438,0.01132,,16
2021-08-07T18:32:51.400Z,43.7433519,-110.7472475,2176.762,9.34,13.05,5.99,0.64,0.802,0.18,54.40837,0.01051,,16
2021-08-07T18:32:51.600Z,43.7433683,-110.7472149,2175.737,8.82,13.16,4.57,0.639,0.808,0.18,56.1695,0.01092,,16
2021-08-07T18:32:51.800Z,43.7433836,-110.7471821,2174.98,8.29,13.21,3.56,0.64,0.814,0.2,57.88947,0.0125,,16
2021-08-07T18:32:52.000Z,43.7433977,-110.7471498,2174.351,7.45,12.85,2.72,0.641,0.821,0.21,59.89628,0.01391,,15
2021-08-07T18:32:52.200Z,43.7434108,-110.747119,2173.843,7.04,11.99,2.13,0.649,0.838,0.36,59.58042,0.02559,,16
2021-08-07T18:32:52.400Z,43.7434233,-110.7470898,2173.45,6.75,11.56,1.69,0.665,0.86,0.36,59.71892,0.02668,,16
2021-08-07T18:32:52.600Z,43.7434351,-110.7470621,2173.164,6.54,10.69,1.38,0.675,0.876,0.19,58.54226,0.01507,,16
2021-08-07T18:32:52.800Z,43.7434467,-110.7470358,2172.958,6.4,10.3,1.09,0.676,0.885,0.18,58.14487,0.01478,,16
2021-08-07T18:32:53.000Z,43.7434581,-110.7470112,2172.747,6.32,9.49,1.27,0.676,0.894,0.17,56.33781,0.01482,,16
2021-08-07T18:32:53.200Z,43.743469,-110.7469884,2172.526,5.99,8.89,1.25,0.676,0.9,0.17,56.02827,0.01575,,16
2021-08-07T18:32:53.400Z,43.7434794,-110.7469674,2172.319,5.76,8.08,0.88,0.676,0.906,0.16,54.51602,0.01606,,16
2021-08-07T18:32:53.600Z,43.7434899,-110.7469479,2172.048,5.72,7.59,1.16,0.676,0.914,0.17,52.99747,0.01776,,16
2021-08-07T18:32:53.800Z,43.7435002,-110.74693,2171.855,5.93,6.82,1.13,0.676,0.921,0.18,48.99299,0.01976,,16
2021-08-07T18:32:54.000Z,43.7435106,-110.746914,2171.589,5.8,6.13,1.34,0.676,0.926,0.17,46.58448,0.0199,,16
2021-08-07T18:32:54.200Z,43.7435203,-110.7468997,2171.363,5.09,5.35,1.16,0.677,0.933,0.18,46.42661,0.02408,,16
2021-08-07T18:32:54.400Z,43.7435298,-110.7468869,2171.058,5.38,4.77,1.27,0.677,0.94,0.18,41.56075,0.02465,,16
2021-08-07T18:32:54.600Z,43.7435386,-110.7468745,2170.857,4.71,5.12,1.2,0.677,0.946,0.18,47.38837,0.0255,,16
2021-08-07T18:32:54.800Z,43.7435458,-110.7468627,2170.595,3.29,4.23,1.44,0.678,0.954,0.19,52.12502,0.03424,,16
2021-08-07T18:32:55.000Z,43.7435501,-110.746855,2170.291,1.04,1.84,0.11,0.679,0.963,0.22,60.52411,0.10395,,15
2021-08-07T18:32:55.200Z,43.7435503,-110.7468514,2170.352,-0.5,0.96,-0.12,0.682,0.968,0.25,117.512,0.22956,,16
2021-08-07T18:32:55.400Z,43.743549,-110.746851,2170.401,-0.61,-0.75,0.13,0.683,0.969,0.17,230.87739,0.17428,,16
2021-08-07T18:32:55.600Z,43.7435482,-110.7468527,2170.28,-0.32,-0.76,0.46,0.684,0.976,0.19,247.16635,0.20122,,16
2021-08-07T18:32:55.800Z,43.7435466,-110.7468549,2170.128,-1.35,-1.07,0.78,0.685,0.987,0.22,218.40008,0.11634,,16
2021-08-07T18:32:56.000Z,43.7435452,-110.7468568,2169.932,-0.27,-0.47,0.47,0.687,0.997,0.25,240.12401,0.34847,,16
2021-08-07T18:32:56.200Z,43.7435449,-110.7468577,2169.78,0.09,-0.28,0.44,0.688,1.009,0.34,287.81889,0.64242,,16
2021-08-07T18:32:56.400Z,43.7435447,-110.7468583,2169.785,0.18,-0.13,0.3,0.689,1.021,0.36,324.16235,0.96455,,16
2021-08-07T18:32:56.600Z,43.7435451,-110.7468589,2169.747,0.55,-0.5,0.19,0.69,1.031,0.26,317.72631,0.33889,,16
2021-08-07T18:32:56.800Z,43.7435455,-110.74686,2169.728,0.19,-0.43,0.02,0.693,1.043,0.24,293.83874,0.51006,,16
2021-08-07T18:32:57.000Z,43.7435453,-110.7468606,2169.708,-0.21,-0.14,0.44,0.694,1.053,0.33,213.69007,0.65057,,16
2021-08-07T18:32:57.200Z,43.7435447,-110.7468608,2169.616,-0.45,-0.12,0.35,0.696,1.064,0.26,194.93142,0.44629,,16
